utc_time,platform,query,url_or_query,result_count,key_hits,blocked_reason
2026-08-05T07:39:22Z,微博/移动端 site:weibo.com OR site:m.weibo.cn,5323616788681841,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,新浪 site:sina.cn,5323616788681841,site-directed query (see scripts and web_search_findings.txt),unknown,命中新浪镜像目标页摘要/结果,
2026-08-05T07:39:22Z,百度,5323616788681841,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,必应,5323616788681841,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,搜狗,5323616788681841,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,360,5323616788681841,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,知乎 site:zhihu.com,5323616788681841,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,B站 site:bilibili.com,5323616788681841,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,贴吧 site:tieba.baidu.com,5323616788681841,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,小红书 site:xiaohongshu.com,5323616788681841,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,抖音 site:douyin.com,5323616788681841,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,今日头条 site:toutiao.com,5323616788681841,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,腾讯新闻 site:qq.com,5323616788681841,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,微信 site:mp.weixin.qq.com,5323616788681841,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,商品平台/聚合,5323616788681841,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,图片搜索,5323616788681841,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,Wayback,5323616788681841,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,Common Crawl,5323616788681841,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,archive.today,5323616788681841,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,Arquivo.pt,5323616788681841,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,微博/移动端 site:weibo.com OR site:m.weibo.cn,AX9xdpfY,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,新浪 site:sina.cn,AX9xdpfY,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,百度,AX9xdpfY,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,必应,AX9xdpfY,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,搜狗,AX9xdpfY,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,360,AX9xdpfY,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,知乎 site:zhihu.com,AX9xdpfY,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,B站 site:bilibili.com,AX9xdpfY,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,贴吧 site:tieba.baidu.com,AX9xdpfY,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,小红书 site:xiaohongshu.com,AX9xdpfY,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,抖音 site:douyin.com,AX9xdpfY,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,今日头条 site:toutiao.com,AX9xdpfY,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,腾讯新闻 site:qq.com,AX9xdpfY,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,微信 site:mp.weixin.qq.com,AX9xdpfY,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,商品平台/聚合,AX9xdpfY,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,图片搜索,AX9xdpfY,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,Wayback,AX9xdpfY,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,Common Crawl,AX9xdpfY,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,archive.today,AX9xdpfY,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,Arquivo.pt,AX9xdpfY,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,微博/移动端 site:weibo.com OR site:m.weibo.cn,1034:5323616443629696,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,新浪 site:sina.cn,1034:5323616443629696,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,百度,1034:5323616443629696,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,必应,1034:5323616443629696,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,搜狗,1034:5323616443629696,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,360,1034:5323616443629696,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,知乎 site:zhihu.com,1034:5323616443629696,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,B站 site:bilibili.com,1034:5323616443629696,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,贴吧 site:tieba.baidu.com,1034:5323616443629696,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,小红书 site:xiaohongshu.com,1034:5323616443629696,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,抖音 site:douyin.com,1034:5323616443629696,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,今日头条 site:toutiao.com,1034:5323616443629696,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,腾讯新闻 site:qq.com,1034:5323616443629696,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,微信 site:mp.weixin.qq.com,1034:5323616443629696,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,商品平台/聚合,1034:5323616443629696,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,图片搜索,1034:5323616443629696,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,Wayback,1034:5323616443629696,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,Common Crawl,1034:5323616443629696,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,archive.today,1034:5323616443629696,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,Arquivo.pt,1034:5323616443629696,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,微博/移动端 site:weibo.com OR site:m.weibo.cn,5323616443629696,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,新浪 site:sina.cn,5323616443629696,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,百度,5323616443629696,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,必应,5323616443629696,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,搜狗,5323616443629696,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,360,5323616443629696,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
2026-08-05T07:39:22Z,知乎 site:zhihu.com,5323616443629696,site-directed query (see scripts and web_search_findings.txt),unknown,,未见关键命中或需登录/动态渲染/搜索服务阻断；详见报告局限性
